"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"V5333",10,7,2,5,2,8,6,6,8,10
"V5334",1,2,7,3,6,10,5,8,2,5
"V5335",8,3,4,4,10,3,9,9,8,9
"V5336",3,3,7,5,6,8,7,5,6,4
"V5337",10,9,3,6,9,7,9,2,2,7
"V5338",3,8,5,2,7,6,1,2,6,3
"V5339",4,8,10,6,8,4,3,1,1,1
"V5340",5,5,6,4,10,4,7,4,9,4
"V5341",1,8,5,7,4,6,1,6,10,7
"V5342",5,9,10,7,7,3,5,9,3,9
"V5343",10,7,5,7,2,4,6,1,2,4
"V5344",5,3,7,10,1,2,8,7,6,3
"V5345",7,10,6,7,5,8,8,9,7,5
"V5346",8,5,4,9,2,3,9,10,1,2
"V5347",2,2,3,3,5,5,1,3,6,9
"V5348",10,4,5,10,7,9,3,4,10,6
"V5349",3,3,2,7,6,8,2,7,8,8
"V5350",8,5,4,10,3,8,1,2,1,10
"V5351",7,2,1,7,4,8,8,7,8,5
"V5352",1,1,9,8,9,4,4,10,7,9
"V5353",3,4,5,4,3,3,9,4,2,5
"V5354",3,6,3,9,3,8,1,4,2,3
"V5355",7,7,4,9,3,2,4,7,1,5
"V5356",2,9,8,3,7,4,5,3,3,2
"V5357",3,2,3,7,9,8,3,4,5,6
"V5358",8,5,9,1,5,6,2,3,6,1
"V5359",9,5,1,4,2,6,1,5,8,8
"V5360",2,8,4,5,10,9,5,1,5,4
"V5361",10,1,6,8,2,7,9,4,5,5
"V5362",3,2,1,9,6,1,3,6,5,5
"V5363",5,8,9,6,6,10,8,9,10,10
"V5364",1,1,7,5,3,3,5,9,9,4
"V5365",7,5,5,2,9,5,10,1,3,10
"V5366",4,6,9,6,6,8,3,2,2,10
"V5367",9,7,1,7,9,6,4,5,3,4
"V5368",5,4,2,7,3,1,9,4,4,4
"V5369",5,9,8,8,6,4,5,1,4,5
"V5370",3,1,2,3,2,3,10,3,10,10
"V5371",3,5,9,8,8,5,1,3,1,3
"V5372",1,9,6,3,1,8,3,4,2,10
"V5373",4,2,4,8,5,9,1,7,2,8
"V5374",2,7,6,3,2,2,10,1,7,5
"V5375",3,6,3,2,4,1,10,8,7,5
"V5376",7,9,8,5,3,4,8,7,6,10
"V5377",1,1,5,4,7,6,5,6,8,3
"V5378",5,6,2,8,6,2,4,6,1,10
"V5379",10,1,7,2,3,9,8,10,3,9
"V5380",1,1,5,5,7,5,6,5,1,10
"V5381",1,8,1,10,9,7,2,6,10,9
"V5382",6,10,4,1,2,7,7,1,8,7
"V5383",2,8,8,2,5,10,1,9,10,7
"V5384",6,3,7,2,2,6,4,9,6,9
"V5385",4,1,9,9,3,6,4,5,1,9
"V5386",10,3,9,6,7,3,7,9,9,8
"V5387",9,3,5,2,1,6,3,10,7,3
"V5388",2,3,7,5,10,3,5,4,7,9
"V5389",7,1,3,1,9,3,4,5,5,6
"V5390",4,1,7,1,3,7,8,4,5,4
"V5391",9,5,5,6,7,4,6,4,2,7
"V5392",10,10,8,2,1,2,10,6,10,10
"V5393",5,5,5,4,5,6,1,9,4,1
"V5394",1,9,1,10,1,1,7,4,8,5
"V5395",4,10,6,4,3,6,10,4,1,8
"V5396",2,6,6,2,6,7,2,6,5,4
"V5397",10,10,9,7,1,6,8,7,8,2
"V5398",2,9,6,2,1,1,6,6,10,4
"V5399",6,4,10,10,10,1,10,6,8,3
"V5400",10,1,5,9,6,10,3,10,2,8
"V5401",10,7,6,10,7,3,6,9,7,1
"V5402",6,4,6,5,10,7,2,3,3,6
"V5403",6,6,10,5,1,9,8,5,2,1
"V5404",1,2,4,9,9,8,8,9,7,4
"V5405",6,6,10,3,5,5,4,7,4,1
"V5406",1,3,7,6,6,9,4,2,3,8
"V5407",8,9,10,6,5,6,5,2,5,2
"V5408",7,5,9,3,8,2,8,3,10,7
"V5409",6,9,1,7,2,5,3,10,9,5
"V5410",7,5,2,10,3,3,1,6,4,8
"V5411",6,9,4,5,8,10,2,1,9,6
"V5412",9,9,9,5,10,9,7,2,2,2
"V5413",8,10,4,7,2,8,5,8,3,5
"V5414",1,2,6,1,1,6,7,7,5,9
"V5415",2,2,10,3,9,4,8,4,4,2
"V5416",5,1,6,9,6,6,3,6,5,8
"V5417",4,8,4,10,10,8,6,6,2,10
"V5418",7,7,4,3,4,7,6,5,8,6
"V5419",9,10,3,9,1,6,5,6,6,3
"V5420",6,5,10,7,4,5,9,7,6,1
"V5421",3,6,4,7,7,5,5,6,9,6
"V5422",3,10,8,7,4,2,2,7,2,7
"V5423",6,2,4,3,5,4,5,10,5,1
"V5424",2,7,9,10,4,3,1,1,9,1
"V5425",8,6,6,10,5,1,6,6,8,2
"V5426",8,9,9,4,6,3,2,7,7,5
"V5427",6,9,2,7,8,4,10,7,3,2
"V5428",6,8,5,8,3,4,3,7,10,5
"V5429",10,6,4,9,4,7,8,2,10,3
"V5430",3,10,1,3,9,3,5,4,10,1
"V5431",6,5,2,9,4,9,3,4,6,7
"V5432",6,6,8,4,5,4,8,6,9,10
"V5433",7,10,6,4,2,3,4,3,6,8
"V5434",8,8,7,8,5,7,6,10,1,1
"V5435",6,5,10,10,2,7,6,4,3,5
"V5436",8,6,3,9,9,7,6,2,10,8
"V5437",4,7,1,10,2,9,10,9,4,5
"V5438",9,1,10,5,5,9,1,4,9,8
"V5439",5,6,10,5,3,3,3,6,5,8
"V5440",7,6,10,9,6,2,4,8,5,2
"V5441",7,5,10,9,10,2,2,10,5,7
"V5442",5,9,5,4,3,5,10,7,1,9
"V5443",6,10,7,2,5,4,9,6,4,5
"V5444",5,1,6,1,6,4,1,1,2,7
"V5445",7,2,8,3,9,10,3,4,7,5
"V5446",1,6,7,6,6,6,6,1,8,2
"V5447",2,2,6,8,10,9,7,1,9,4
"V5448",3,3,2,9,4,8,5,8,7,1
"V5449",1,4,9,9,6,2,2,1,2,10
"V5450",5,6,9,4,7,4,7,5,1,8
"V5451",2,3,4,9,1,9,6,7,7,4
"V5452",3,10,8,2,8,2,5,6,1,10
"V5453",2,4,2,5,10,8,6,2,10,9
"V5454",8,4,3,9,5,7,10,7,6,5
"V5455",7,5,5,7,7,5,2,9,6,1
"V5456",8,3,3,8,2,7,7,5,9,1
"V5457",5,6,7,7,8,10,3,10,10,2
"V5458",5,7,6,5,10,10,8,8,9,2
"V5459",5,9,7,1,5,4,4,2,3,9
"V5460",4,8,8,4,9,2,7,9,2,2
"V5461",9,8,7,8,3,10,4,1,8,8
"V5462",3,7,8,8,9,6,8,10,5,5
"V5463",5,7,8,10,5,8,8,6,2,3
"V5464",3,6,5,7,5,9,5,7,10,2
"V5465",3,10,4,1,2,2,4,3,3,8
"V5466",9,3,10,10,5,5,8,1,8,5
"V5467",2,7,10,5,8,4,7,5,3,9
"V5468",7,7,3,2,4,6,10,9,10,7
"V5469",3,1,7,2,4,6,3,10,4,7
"V5470",5,6,7,8,4,6,9,2,5,10
"V5471",5,9,8,1,9,6,4,2,8,7
"V5472",10,1,4,7,5,2,2,3,1,10
"V5473",5,10,2,7,1,3,7,3,5,8
"V5474",1,9,3,2,1,9,9,7,7,1
"V5475",8,2,7,5,6,8,10,9,8,4
"V5476",5,9,2,1,9,9,3,5,9,8
"V5477",10,4,2,8,4,2,8,4,3,8
"V5478",9,8,8,1,8,4,7,3,1,4
"V5479",7,4,2,8,7,3,8,9,7,10
"V5480",6,8,8,7,7,2,7,6,1,2
"V5481",6,7,1,8,2,4,7,1,5,7
"V5482",2,1,6,9,1,5,4,3,9,1
"V5483",9,8,2,8,6,2,2,3,3,4
"V5484",5,3,5,4,1,6,9,4,9,3
"V5485",9,3,5,7,5,4,10,10,5,5
"V5486",8,3,6,1,2,7,4,9,7,2
"V5487",2,6,3,1,5,10,7,8,4,10
"V5488",5,6,10,8,8,6,1,6,8,2
"V5489",9,4,4,3,10,10,5,7,6,6
"V5490",5,8,2,5,4,8,4,4,5,6
"V5491",3,2,3,8,2,8,7,7,6,1
"V5492",1,8,2,5,7,7,3,10,1,3
"V5493",4,2,5,6,6,3,5,5,7,6
"V5494",10,7,10,7,1,8,7,8,9,2
"V5495",5,1,1,4,10,5,8,8,4,6
"V5496",2,2,7,2,9,3,8,10,4,6
"V5497",4,6,4,3,6,3,8,5,7,6
"V5498",10,4,8,8,10,6,4,6,2,6
"V5499",7,9,2,9,10,10,3,2,7,6
"V5500",1,10,8,2,7,6,1,8,9,10
"V5501",9,6,5,6,5,2,5,1,1,8
"V5502",7,6,6,9,1,10,3,1,4,2
"V5503",5,9,8,9,1,3,7,6,6,3
"V5504",10,1,1,7,1,8,1,6,10,6
"V5505",4,1,1,4,2,4,3,2,3,6
"V5506",4,3,4,2,4,5,5,9,4,5
"V5507",7,6,2,1,8,10,8,9,7,4
"V5508",5,5,2,9,5,6,7,9,3,3
"V5509",9,2,9,8,10,5,10,4,4,10
"V5510",5,1,4,3,1,8,6,9,10,8
"V5511",1,10,10,3,9,8,10,1,4,8
"V5512",8,5,2,9,9,5,1,10,1,5
"V5513",6,4,8,4,3,7,5,6,1,2
"V5514",6,10,3,6,2,7,2,5,4,6
"V5515",1,1,2,3,3,1,4,8,8,10
"V5516",6,3,3,4,3,7,10,3,2,9
"V5517",6,3,5,4,4,8,4,2,7,4
"V5518",6,1,3,6,9,8,2,9,5,4
"V5519",2,7,6,7,2,3,3,6,1,1
"V5520",5,10,9,1,7,2,2,7,9,9
"V5521",5,7,9,8,7,2,10,9,4,4
"V5522",3,5,8,9,2,9,5,8,1,10
"V5523",7,3,8,6,2,4,7,10,5,10
"V5524",2,8,10,6,9,2,9,7,4,6
"V5525",7,6,6,9,8,3,9,2,7,7
"V5526",5,9,7,6,1,5,7,4,4,7
"V5527",2,5,10,4,2,6,9,7,8,1
"V5528",3,5,6,9,4,7,8,10,3,3
"V5529",3,9,7,5,8,3,8,4,9,7
"V5530",6,7,5,1,6,2,5,10,9,9
"V5531",10,2,2,3,6,3,3,6,5,7
"V5532",1,6,10,3,2,1,9,8,4,10
"V5533",1,7,2,1,5,6,2,1,5,5
"V5534",5,3,1,8,1,4,1,1,1,9
"V5535",2,2,2,3,8,1,10,2,3,4
"V5536",3,4,6,10,4,3,6,9,10,5
"V5537",6,3,8,7,4,9,8,7,3,10
"V5538",2,6,10,10,4,8,10,2,4,2
"V5539",1,9,10,5,8,9,8,1,5,2
"V5540",8,1,2,1,8,7,1,9,8,5
"V5541",6,6,5,10,5,10,3,9,6,4
"V5542",3,8,3,2,2,4,2,6,7,3
"V5543",9,5,9,8,1,1,2,8,1,4
"V5544",6,3,1,7,7,1,1,5,8,7
"V5545",4,8,2,9,9,5,1,10,10,7
"V5546",5,4,2,1,5,5,2,3,9,10
"V5547",7,4,4,10,3,10,5,7,3,2
"V5548",7,6,2,7,3,8,5,7,8,5
"V5549",4,8,8,5,3,7,7,9,3,10
"V5550",1,1,3,2,3,9,1,1,8,5
"V5551",10,4,4,1,9,1,5,5,3,3
"V5552",8,9,8,7,9,4,7,9,5,10
"V5553",9,7,1,2,10,8,2,6,5,8
"V5554",6,9,4,6,7,2,2,3,7,7
"V5555",9,5,9,8,5,8,5,4,2,8
"V5556",10,6,1,4,10,5,8,1,5,1
"V5557",1,2,1,10,4,8,3,6,5,10
"V5558",4,8,9,6,9,8,3,8,7,8
"V5559",3,5,5,2,10,8,7,9,10,5
"V5560",6,1,1,8,1,7,1,9,6,4
"V5561",5,5,7,6,8,1,7,4,8,8
"V5562",10,8,9,7,5,4,1,10,9,8
"V5563",1,7,4,10,6,8,8,3,10,4
"V5564",1,2,5,5,8,2,4,3,7,3
"V5565",2,4,2,8,5,5,6,6,7,10
"V5566",1,8,10,9,1,4,4,7,5,4
"V5567",1,1,6,4,8,5,1,4,10,6
"V5568",10,1,2,1,9,1,4,1,2,5
"V5569",3,2,2,3,2,6,3,8,3,9
"V5570",6,8,6,6,10,6,7,9,5,8
"V5571",7,3,10,2,7,10,5,8,2,4
"V5572",4,7,1,3,2,5,3,2,7,5
"V5573",4,9,7,7,3,9,5,2,1,3
"V5574",10,7,10,10,3,8,4,10,9,8
"V5575",4,5,4,4,10,2,7,4,5,1
"V5576",8,8,5,8,5,10,10,8,3,9
"V5577",7,4,9,8,1,7,6,10,5,1
"V5578",1,1,2,4,1,2,7,4,1,4
"V5579",4,3,3,5,2,5,7,1,4,6
"V5580",8,10,2,6,10,7,8,5,8,1
"V5581",7,5,4,1,3,1,7,7,2,10
"V5582",10,8,5,8,7,10,4,10,8,2
"V5583",7,2,10,3,3,5,4,8,6,8
"V5584",1,4,10,4,4,5,5,4,6,5
"V5585",10,4,9,2,2,6,9,9,9,9
"V5586",9,3,6,2,1,2,4,8,10,4
"V5587",10,8,7,3,1,1,4,7,8,5
"V5588",6,10,3,10,4,1,1,8,3,5
"V5589",1,6,3,9,2,1,1,3,5,4
"V5590",8,3,9,2,5,10,1,3,1,4
"V5591",10,10,9,8,7,10,4,2,10,5
"V5592",10,4,6,7,2,3,4,1,1,6
"V5593",1,1,10,5,10,3,5,7,2,5
"V5594",10,7,10,10,10,5,8,9,7,4
"V5595",3,7,2,4,3,7,3,10,6,4
"V5596",4,5,7,3,4,4,10,10,10,5
"V5597",4,3,1,6,7,10,3,8,1,4
"V5598",7,5,10,2,6,5,6,7,7,5
"V5599",4,6,2,5,1,3,9,5,10,6
"V5600",4,5,7,10,7,7,7,10,7,3
"V5601",9,5,1,1,9,8,6,4,10,6
"V5602",4,2,7,6,1,4,5,2,2,10
"V5603",8,3,7,4,2,8,6,7,5,6
"V5604",7,9,8,8,3,2,7,6,3,2
"V5605",7,4,8,4,2,2,8,10,3,3
"V5606",9,1,8,9,9,9,9,7,1,9
"V5607",9,7,9,4,3,6,2,7,8,10
"V5608",4,2,7,6,4,5,7,10,1,1
"V5609",4,8,2,6,10,5,2,4,4,1
"V5610",1,5,5,2,5,7,9,9,7,10
"V5611",5,9,6,4,6,3,3,2,10,3
"V5612",6,3,7,3,4,2,7,4,3,9
"V5613",1,10,2,3,3,8,4,6,9,3
"V5614",10,2,3,6,2,2,3,5,3,4
"V5615",6,2,7,6,5,7,6,1,4,9
"V5616",8,2,5,1,6,6,9,8,9,5
"V5617",9,6,7,10,4,4,10,4,6,1
"V5618",8,7,3,8,1,1,9,8,2,8
"V5619",1,9,10,6,1,9,2,9,7,9
"V5620",5,4,5,5,4,5,7,9,3,2
"V5621",10,8,9,2,2,10,1,8,9,7
"V5622",7,3,7,5,1,3,6,8,9,7
"V5623",3,6,4,3,2,10,8,4,8,1
"V5624",10,6,8,3,4,1,2,5,1,4
"V5625",5,2,8,9,4,7,2,9,3,6
"V5626",10,1,3,6,4,10,6,3,7,1
"V5627",4,7,5,6,2,7,3,3,3,1
"V5628",7,9,1,8,2,2,1,6,8,3
"V5629",5,4,10,1,9,2,5,9,10,7
"V5630",3,7,10,2,5,3,4,9,8,3
"V5631",5,10,3,4,3,9,1,2,3,2
"V5632",6,3,4,3,4,3,1,7,1,5
"V5633",8,1,7,1,4,2,2,7,7,9
"V5634",9,6,5,7,5,6,10,9,8,8
"V5635",2,4,9,2,6,8,4,10,3,4
"V5636",3,4,7,5,4,9,4,10,1,7
"V5637",9,3,2,10,5,3,6,4,3,7
"V5638",2,1,8,9,5,7,7,5,7,10
"V5639",5,3,9,2,3,4,8,9,7,5
"V5640",10,7,9,5,1,6,4,1,9,1
"V5641",1,4,2,7,9,6,8,10,3,3
"V5642",2,9,3,3,1,10,4,7,7,8
"V5643",5,2,7,5,6,4,10,8,5,1
"V5644",7,1,5,10,4,10,6,5,4,4
"V5645",1,10,2,5,9,2,3,4,10,9
"V5646",10,4,3,6,8,7,4,10,8,3
"V5647",4,9,9,8,8,3,10,7,3,1
"V5648",5,7,6,1,6,3,4,4,4,5
"V5649",10,4,7,9,2,2,3,6,8,2
"V5650",1,5,3,5,9,10,4,8,10,10
"V5651",10,4,9,8,9,4,8,3,3,5
"V5652",6,2,3,10,9,7,2,3,2,10
"V5653",10,2,7,10,10,8,4,9,5,8
"V5654",7,2,5,7,7,4,6,2,10,6
"V5655",9,4,10,3,10,5,3,1,10,5
"V5656",7,4,1,6,2,4,6,4,9,8
"V5657",5,3,7,1,8,10,5,2,2,9
"V5658",6,8,7,10,1,1,9,3,10,6
"V5659",6,3,10,8,5,2,6,7,6,8
"V5660",1,8,6,4,8,2,10,10,2,3
"V5661",4,10,7,9,2,8,5,8,10,7
"V5662",8,5,8,7,9,1,7,5,10,8
"V5663",3,2,1,4,3,6,1,8,5,6
"V5664",6,10,9,1,2,9,1,8,6,3
"V5665",7,1,4,7,5,1,10,8,5,9
"V5666",1,8,5,5,8,4,1,9,6,2
"V5667",10,1,8,4,5,7,6,1,6,5
"V5668",2,5,3,7,1,1,6,2,6,6
"V5669",2,10,5,1,6,2,9,4,6,10
"V5670",3,8,9,10,1,8,8,1,5,5
"V5671",7,7,1,3,9,8,4,4,4,2
"V5672",1,6,7,5,5,4,3,9,7,2
"V5673",5,7,9,7,7,10,5,4,2,8
"V5674",6,3,1,5,3,1,8,7,9,5
"V5675",8,9,5,1,9,3,5,9,10,2
"V5676",6,8,4,2,10,7,9,5,9,4
"V5677",6,1,6,9,7,2,10,8,3,2
"V5678",1,8,4,1,8,3,1,5,1,6
"V5679",10,7,5,6,7,9,7,6,7,1
"V5680",5,1,3,9,1,8,3,9,1,3
"V5681",1,7,2,3,8,2,5,5,10,8
"V5682",9,9,1,3,3,4,1,9,6,10
"V5683",3,2,4,5,1,10,9,9,4,10
"V5684",6,4,4,8,2,10,4,9,5,4
"V5685",1,9,5,5,8,9,3,10,7,1
"V5686",9,8,4,4,4,10,5,5,8,1
"V5687",8,3,3,3,3,10,4,3,7,2
"V5688",10,6,2,4,10,10,4,4,1,10
"V5689",10,6,7,8,2,3,6,9,1,5
"V5690",7,1,5,9,7,8,4,8,2,10
"V5691",1,6,5,6,7,4,4,4,3,3
"V5692",7,1,6,7,3,2,6,5,1,8
"V5693",8,6,8,6,1,7,4,10,1,10
"V5694",10,4,10,5,8,4,9,4,2,9
"V5695",10,7,2,1,7,9,5,8,10,8
"V5696",6,2,5,8,10,7,8,10,6,3
"V5697",2,10,2,4,8,6,6,3,6,3
"V5698",2,3,6,10,7,6,3,6,1,3
"V5699",10,6,5,1,4,5,8,7,6,6
"V5700",8,10,2,9,2,1,10,1,3,5
"V5701",5,6,6,6,1,9,9,9,6,2
"V5702",6,10,9,8,10,2,2,7,3,9
"V5703",3,1,5,9,3,3,6,1,2,6
"V5704",9,9,1,8,1,6,2,4,3,9
"V5705",9,9,5,2,10,1,5,7,9,6
"V5706",1,3,1,6,8,1,9,3,7,5
"V5707",4,6,8,4,6,10,3,3,5,7
"V5708",6,9,5,6,3,2,9,5,7,2
"V5709",5,9,6,7,6,4,10,1,5,9
"V5710",3,5,1,1,10,10,4,6,8,1
"V5711",6,3,4,10,1,10,10,9,2,2
"V5712",5,1,7,5,1,6,7,3,9,3
"V5713",4,2,7,5,1,4,1,3,10,5
"V5714",1,8,9,5,4,9,6,1,10,4
"V5715",7,5,3,6,7,8,6,6,8,1
"V5716",4,2,7,8,5,4,3,9,1,6
"V5717",7,2,2,5,7,6,5,5,3,9
"V5718",10,5,5,7,10,10,8,5,9,8
"V5719",1,1,1,4,2,6,5,1,8,2
"V5720",6,1,4,1,4,2,1,9,10,9
"V5721",1,6,6,9,6,2,7,1,7,3
"V5722",5,5,8,6,6,8,2,3,4,4
"V5723",5,8,9,3,4,7,2,4,8,7
"V5724",4,8,3,3,1,1,5,1,1,6
"V5725",3,7,3,8,7,10,7,4,5,10
"V5726",1,7,2,4,7,8,1,8,10,5
"V5727",3,6,1,9,4,4,5,10,7,8
"V5728",1,10,6,7,2,1,3,2,4,2
"V5729",8,7,9,7,10,10,10,1,9,1
"V5730",7,10,4,5,6,6,8,10,9,5
"V5731",2,9,1,8,8,5,2,2,9,3
"V5732",4,3,5,8,5,1,5,2,2,5
"V5733",5,10,10,3,9,1,1,1,8,1
"V5734",2,9,10,3,7,9,5,1,3,4
"V5735",7,1,4,5,6,1,4,9,9,8
"V5736",8,5,7,2,2,6,1,10,10,6
"V5737",2,3,2,2,7,4,7,10,7,5
"V5738",10,10,1,4,8,6,5,3,8,6
"V5739",3,5,4,4,6,7,5,1,7,8
"V5740",5,2,6,4,7,1,2,7,9,6
"V5741",5,10,5,9,5,5,2,6,9,7
"V5742",9,8,8,3,3,5,1,8,9,9
"V5743",7,3,6,2,6,10,2,6,6,2
"V5744",6,7,2,2,6,5,8,1,5,1
"V5745",8,5,6,8,10,4,1,7,10,10
"V5746",6,3,6,1,6,8,9,3,1,1
"V5747",3,2,2,3,6,4,9,8,4,10
"V5748",4,2,4,6,2,9,3,8,2,9
"V5749",10,5,2,10,6,10,8,7,8,6
"V5750",8,8,1,9,9,9,10,10,9,2
"V5751",6,10,3,10,10,8,8,10,3,8
"V5752",2,8,2,10,9,6,7,3,2,1
"V5753",9,7,4,5,8,1,10,6,7,10
"V5754",5,7,5,10,5,4,7,9,7,1
"V5755",2,6,8,6,6,7,9,3,5,3
"V5756",4,9,1,5,7,9,5,5,8,3
"V5757",9,10,8,7,1,10,4,5,3,10
"V5758",8,8,4,3,5,6,9,9,8,3
"V5759",3,6,9,10,3,4,2,3,8,8
"V5760",6,7,8,4,6,2,2,1,5,6
"V5761",4,3,1,9,10,10,10,10,6,8
"V5762",6,2,10,3,4,5,2,2,1,2
"V5763",1,5,6,6,9,3,2,10,8,9
"V5764",7,2,3,10,6,9,5,4,9,1
"V5765",7,6,2,1,6,1,2,2,7,10
"V5766",6,1,9,2,2,3,6,4,6,3
"V5767",5,8,8,6,2,3,3,6,4,2
"V5768",2,2,1,2,5,6,5,8,3,8
"V5769",7,9,10,9,8,7,6,7,9,5
"V5770",7,8,2,4,6,1,5,5,1,6
"V5771",4,5,1,7,8,4,7,5,7,7
"V5772",9,1,6,3,1,6,5,6,6,8
"V5773",9,1,3,6,2,4,5,7,7,7
"V5774",3,8,1,9,10,8,8,2,9,10
"V5775",9,2,7,4,6,9,3,1,9,9
"V5776",2,7,8,9,7,1,4,7,5,9
"V5777",6,1,9,9,5,5,7,9,5,8
"V5778",5,2,8,5,3,6,6,1,10,7
"V5779",10,10,7,3,9,6,9,6,10,9
"V5780",2,2,9,6,5,3,1,6,6,6
"V5781",7,4,6,3,3,5,6,10,8,7
"V5782",4,1,3,7,10,7,9,9,2,10
"V5783",5,8,3,5,5,3,8,2,8,1
"V5784",6,2,10,10,9,8,8,8,6,6
"V5785",7,1,10,7,8,6,4,9,6,6
"V5786",5,1,9,1,8,6,5,10,4,3
"V5787",8,5,4,1,8,5,6,2,7,10
"V5788",9,5,2,3,4,4,5,8,5,2
"V5789",8,8,7,10,1,10,4,9,1,6
"V5790",1,4,9,9,5,4,5,9,3,8
"V5791",10,6,1,8,3,4,10,3,4,5
"V5792",8,10,8,7,10,6,9,8,4,10
"V5793",6,2,9,6,6,3,5,9,10,2
"V5794",7,8,9,3,3,3,8,5,6,1
"V5795",9,3,8,6,5,8,7,1,8,2
"V5796",2,7,5,4,7,10,4,4,7,9
"V5797",10,9,2,7,9,4,10,1,2,9
"V5798",10,7,10,7,4,8,2,1,7,2
"V5799",1,5,4,2,7,6,9,7,2,8
"V5800",3,7,1,4,9,9,4,6,1,6
"V5801",9,10,4,1,6,8,1,1,7,3
"V5802",3,5,6,2,9,2,8,8,9,4
"V5803",2,10,10,2,9,9,4,3,9,2
"V5804",7,9,3,2,10,10,8,8,5,3
"V5805",7,10,9,8,4,4,8,6,5,3
"V5806",8,8,10,8,5,3,1,3,10,1
"V5807",4,3,8,5,4,8,4,1,6,10
"V5808",10,8,5,4,9,1,8,9,6,7
"V5809",10,6,8,9,3,2,3,5,2,6
"V5810",8,8,1,2,8,8,2,1,8,6
"V5811",5,1,4,1,7,2,4,3,4,2
"V5812",2,7,7,10,3,4,9,2,1,5
"V5813",2,9,8,1,3,10,5,2,8,5
"V5814",1,5,6,2,4,7,7,3,5,6
"V5815",7,5,2,6,6,3,3,7,1,10
"V5816",9,7,4,7,3,1,6,3,8,8
"V5817",7,4,10,8,2,2,4,7,7,1
"V5818",1,5,1,6,4,2,6,7,4,1
"V5819",9,8,9,5,2,3,6,8,5,10
"V5820",1,4,3,6,4,6,7,4,4,4
"V5821",5,9,1,2,8,8,5,7,3,7
"V5822",4,2,8,6,7,7,4,2,2,5
"V5823",7,4,6,2,8,4,3,1,3,6
"V5824",10,1,5,10,5,5,3,4,5,5
"V5825",8,6,1,2,10,4,3,1,4,9
"V5826",1,6,9,6,6,1,9,6,7,10
"V5827",8,3,10,10,9,8,1,9,7,9
"V5828",8,10,9,4,6,8,1,6,9,2
"V5829",7,9,10,4,2,4,3,10,9,6
"V5830",2,10,6,4,1,6,6,3,1,3
"V5831",4,10,5,9,7,6,7,3,10,8
"V5832",1,6,1,10,5,9,7,1,9,4
"V5833",2,6,1,2,10,9,7,10,10,1
"V5834",4,9,10,8,4,7,9,9,8,10
"V5835",10,5,4,8,8,8,1,5,10,1
"V5836",9,6,5,9,5,7,1,7,2,4
"V5837",9,8,2,1,2,7,2,1,4,8
"V5838",5,4,7,8,2,8,8,4,6,10
"V5839",2,7,1,4,1,5,1,5,4,2
"V5840",4,5,4,5,8,2,7,8,9,1
"V5841",3,10,9,9,5,10,10,5,3,8
"V5842",2,9,1,10,8,1,5,1,3,1
"V5843",5,8,10,9,6,7,3,8,1,1
"V5844",8,9,2,1,3,1,5,1,9,2
"V5845",6,2,9,6,2,10,10,4,4,3
"V5846",3,4,5,4,2,7,8,8,9,8
"V5847",1,10,8,5,8,9,9,7,5,5
"V5848",3,9,2,7,3,8,8,4,5,7
"V5849",7,10,8,5,9,6,10,1,5,3
"V5850",10,7,10,1,3,6,2,7,2,1
"V5851",4,5,2,5,4,1,4,2,6,1
"V5852",3,5,2,8,2,2,6,7,2,5
"V5853",5,3,7,9,1,5,5,2,6,1
"V5854",5,9,2,3,10,9,6,5,7,3
"V5855",3,7,6,9,9,7,5,3,4,2
"V5856",8,6,4,9,6,1,2,1,10,2
"V5857",9,6,8,5,8,8,6,6,9,10
"V5858",10,5,10,3,6,2,1,5,4,4
"V5859",2,5,9,8,2,9,5,10,7,1
"V5860",3,6,5,8,3,10,5,1,3,1
"V5861",5,4,4,1,8,6,5,5,9,7
"V5862",7,9,5,4,1,10,6,10,3,5
"V5863",3,7,7,3,8,4,10,3,8,5
"V5864",10,7,4,8,1,3,5,6,1,9
"V5865",9,8,3,5,5,10,7,8,1,1
"V5866",1,8,2,4,1,6,4,7,3,10
"V5867",1,1,10,4,9,9,10,7,8,6
"V5868",10,5,6,2,2,7,5,3,5,1
"V5869",7,2,9,1,9,9,5,7,9,10
"V5870",6,7,2,1,9,4,8,4,7,6
"V5871",4,10,8,6,5,2,6,10,4,8
"V5872",7,9,2,7,3,3,5,8,3,6
"V5873",8,3,1,6,2,2,4,3,10,4
"V5874",5,7,10,9,7,1,3,6,9,3
"V5875",9,2,2,5,10,6,8,6,8,2
"V5876",10,1,2,2,6,8,2,2,6,8
"V5877",9,3,1,4,7,5,10,3,6,3
"V5878",3,8,7,5,3,7,8,1,2,5
"V5879",1,5,1,9,4,7,6,2,4,6
"V5880",9,9,7,10,6,1,6,2,7,10
"V5881",4,9,8,6,8,8,2,8,10,1
"V5882",2,9,7,1,5,7,3,8,10,9
"V5883",9,10,7,10,7,3,9,6,7,9
"V5884",2,7,7,4,6,8,2,6,8,3
"V5885",9,4,10,10,1,7,4,5,7,2
"V5886",7,3,7,10,10,3,2,4,1,2
"V5887",6,1,9,6,2,9,2,4,4,5
"V5888",6,8,1,4,4,7,6,7,3,5
"V5889",9,8,8,6,7,3,7,4,9,6
"V5890",4,4,2,1,3,7,4,1,4,5
